"transcript","gene","bp","all","synonymous","missense","nonsense","splice-site","frame-shift","F","M","P_LGDS","P_MISSENSE","P_SYNONYMOUS"
"NM_001204911","C16ORF57",561,-5.0432,-5.5719,-5.2174,-6.7084,-6.936,-6.4493,2,2,0.000000667,6.06177762047E-06,2.67978529715E-06
"NM_175900","C16ORF54",675,-5.177,-5.7388,-5.3308,-6.9113,-7.7173,-6.369,2,2,5.69395488336E-07,4.66874334392E-06,1.82473583076E-06
"NM_001193452","NUDT16L1",579,-4.8523,-5.3285,-5.0399,-6.7994,-7.2058,-6.4356,2,2,5.87742356358E-07,9.12220861791E-06,4.69353434317E-06
"NM_001080417","ZNF629",2610,-4.3078,-4.7909,-4.4963,-5.9458,-99,-5.7817,2,2,0.000002786,3.18933398013E-05,1.61845265724E-05
"NM_052988","CDK10",1083,-4.6837,-5.2183,-4.8699,-6.2878,-6.1944,-6.1637,2,2,1.8405737685E-06,1.34927352854E-05,6.04922864484E-06
"NM_005611","RBL2",3420,-4.3862,-4.9804,-4.5487,-5.8384,-6.0456,-5.6643,2,2,4.51730844508E-06,2.826832007E-05,1.04616455102E-05
"NM_001201552","ZNF821",1239,-4.6994,-5.3472,-4.8417,-6.0497,-6.7461,-6.1052,2,2,1.85617295082E-06,1.43979280846E-05,4.49572771302E-06
"NM_033251","RPL13",636,-4.812,-5.3593,-4.9784,-6.6305,-6.5518,-6.3949,2,2,9.17635510084E-07,1.05099342719E-05,4.37219979957E-06
"NM_001130012","SLC9A3R2",1014,-4.9263,-5.4675,-5.0983,-6.3478,-99,-6.1923,2,2,1.09119601008E-06,7.97443642413E-06,0.000003408
"NM_022119","PRSS22",954,-4.8028,-5.3243,-4.9809,-6.4151,-6.8033,-6.2188,2,2,0.000001146,1.04496080264E-05,4.73914503624E-06
"NM_170776","GPR97",1650,-4.5659,-5.0751,-4.7569,-6.1336,-6.3082,-5.9808,2,2,2.2722051288E-06,1.75024965211E-05,0.000008412
"NM_016151","TAOK2",3708,-4.1834,-4.769,-4.3397,-5.6697,-6.1998,-5.6292,2,2,5.11923845365E-06,4.5740404403E-05,1.70215850839E-05
"NM_000558","HBA1",429,-4.9392,-5.329,-5.1774,-7.2002,-7.0336,-6.5659,2,2,4.27328191366E-07,6.64660699071E-06,4.68813382145E-06
"NM_018380","DDX28",1623,-4.5219,-5.0549,-4.6983,-5.9286,-7.6405,-5.988,2,2,2.22958970358E-06,2.00308786527E-05,8.81251765366E-06
"NM_001297","CNGB1",3756,-4.1811,-4.6868,-4.3719,-5.8302,-5.8656,-5.6236,2,2,5.22015703328E-06,4.24717347471E-05,2.05683758663E-05
"NM_016948","PARD6A",1041,-4.6331,-5.1804,-4.7996,-6.1526,-7.0471,-6.1809,2,2,1.45276808261E-06,1.58635360548E-05,6.60085207002E-06
"NM_001031737","CCDC78",1317,-4.6736,-5.2293,-4.8597,-6.0744,-6.2001,-6.0787,2,2,2.30762772338E-06,1.38133812969E-05,5.8979352449E-06
"NM_014711","CCP110",2976,-4.4507,-5.0383,-4.6191,-5.7748,-6.2777,-5.7247,2,2,4.09212221641E-06,2.40380923875E-05,9.15587805976E-06
"NM_182619","CLEC18A",1341,-4.6099,-5.1314,-4.7974,-6.1548,-6.3025,-6.0709,2,2,2.04785084392E-06,1.59440996491E-05,7.38924387034E-06
"NM_145168","SDR42E1",1182,-4.7871,-5.3249,-4.958,-6.289,-7.3431,-6.1257,2,2,1.3081138583E-06,1.10153930954E-05,4.73260218609E-06
"NM_013245","VPS4A",1314,-4.7041,-5.2217,-4.8858,-6.1299,-99,-6.0797,2,2,1.5738194856E-06,1.30076846614E-05,6.00205540387E-06
"NM_016138","COQ7",654,-4.8706,-5.4025,-5.0469,-6.5384,-6.6457,-6.3827,2,2,9.29853088113E-07,8.97635458909E-06,3.95822064836E-06
"NM_006885","ZFHX3",11112,-3.7293,-4.2077,-3.9256,-5.2617,-6.44,-5.1525,2,2,1.28758399209E-05,0.0001186861,6.19869117636E-05
"NM_020422","TMEM159",486,-5.1834,-5.6824,-5.3795,-6.837,-6.8733,-6.5117,2,2,5.87243311291E-07,4.17349598465E-06,2.0777820975E-06
"NM_003961","RHBDL1",1317,-4.6003,-5.095,-4.7865,-6.3365,-6.6254,-6.0787,2,2,0.000001532,1.63493315113E-05,8.03526122186E-06
"NM_022357","DPEP3",1542,-4.6359,-5.1487,-4.8091,-6.3158,-99,-6.0102,2,2,1.46006860026E-06,1.55202960079E-05,7.10068096255E-06
"NM_003933","BAIAP3",3564,-4.1748,-4.6663,-4.3724,-5.8127,-5.8769,-5.6464,2,2,5.12427337476E-06,4.24228654923E-05,2.15625440681E-05
"NM_152901","PYDC1",270,-5.0792,-5.5457,-5.2707,-7.0746,-7.6575,-6.7669,2,2,2.77261872916E-07,5.36166900595E-06,2.84642667037E-06
"NM_152457","ZNF597",1275,-4.7572,-5.2733,-4.9421,-6.2004,-7.0396,-6.0928,2,2,1.52926846209E-06,1.14261520762E-05,5.3296660801E-06
"NM_022468","MMP25",1689,-4.5081,-5.0029,-4.7043,-5.9969,-6.4691,-5.9707,2,2,2.41650424141E-06,0.000019756,9.93344748171E-06
"NM_152727","CPNE2",1647,-4.5533,-5.0335,-4.7643,-6.12,-6.1363,-5.9816,2,2,2.53248966139E-06,1.72067956103E-05,9.25763385121E-06
"NM_014427","CPNE7",1902,-4.5054,-4.9635,-4.7165,-6.3367,-6.1755,-5.9191,2,2,2.33290802089E-06,1.92087896175E-05,1.08767713763E-05
"NM_001127892","SALL1",3684,-4.2298,-4.7119,-4.4192,-5.8629,-7.6302,-5.632,2,2,3.72808701705E-06,0.000038089,1.94133283454E-05
"NM_015251","ATMIN",2472,-4.4942,-4.9959,-4.6793,-6.0579,-6.8704,-5.8053,2,2,2.5756265428E-06,2.09266639372E-05,1.0094853019E-05
"NM_080861","SPSB3",1068,-4.6149,-5.1201,-4.7963,-6.3209,-6.6875,-6.1697,2,2,1.35954190245E-06,1.59845347462E-05,0.000007584
"NM_020947","KIAA1609",1371,-4.6487,-5.1554,-4.8364,-6.2269,-6.5711,-6.0613,2,2,1.7298948657E-06,1.45747126126E-05,0.000006992
"NM_001014999","SLX1A",828,-4.7482,-5.2525,-4.9363,-6.3373,-6.6863,-6.2803,2,2,1.19030450788E-06,1.15797717752E-05,5.59113527571E-06
"NM_012091","ADAT1",1509,-4.6899,-5.2341,-4.8783,-6.0112,-6.4444,-6.0196,2,2,2.28983145997E-06,1.32342702837E-05,5.83310776539E-06
"NM_001950","E2F4",1242,-4.756,-5.2914,-4.9377,-6.338,-6.393,-6.1042,2,2,1.65045732969E-06,1.15425031036E-05,5.11210776118E-06
"NM_001160364","TMC7",1842,-4.5531,-5.0991,-4.7326,-6.0386,-6.2363,-5.933,2,2,2.66212855399E-06,1.85097264293E-05,7.95976049056E-06
"NM_016541","GNG13",204,-5.4542,-5.9228,-5.6667,-6.9882,-7.3662,-6.8887,2,2,0.000000275,2.1542693374E-06,1.19453808293E-06
"NM_001199054","C16ORF5",627,-5.022,-5.533,-5.2031,-6.7852,-6.8785,-6.401,2,2,6.93456763033E-07,6.26469598108E-06,2.93089324525E-06
"NM_004913","C16ORF7",1896,-4.5832,-5.0721,-4.7863,-6.1111,-6.3118,-5.9205,2,2,2.4629176219E-06,1.63568623906E-05,8.47032355277E-06
"NM_001214","C16ORF3",354,-5.3627,-5.8641,-5.5395,-7.1962,-7.7126,-6.6493,2,2,3.07265540315E-07,2.88735377919E-06,1.36741393065E-06
"NM_014714","IFT140",4389,-4.0623,-4.5517,-4.2604,-5.6168,-5.91,-5.5559,2,2,6.42719561634E-06,5.49034961025E-05,2.80737223234E-05
"NM_133443","GPT2",1572,-4.5991,-5.1107,-4.7868,-6.1901,-6.3809,-6.0019,2,2,2.05714661156E-06,0.000016338,0.00000775
"NM_017810","ZNF434",1458,-4.7139,-5.2936,-4.8774,-6.0648,-7.0425,-6.0346,2,2,1.8754894805E-06,1.3261724451E-05,5.08627690306E-06
"NM_005143","HP",1221,-4.7556,-5.2712,-4.9352,-6.2378,-99,-6.1116,2,2,1.35175490983E-06,1.16091387013E-05,5.3554997084E-06
"NM_003456","ZNF205",1665,-4.4095,-4.8912,-4.6011,-6.0962,-6.6455,-5.9769,2,2,2.08214252187E-06,2.50553226648E-05,1.28469489983E-05
"NM_005250","FOXL1",1038,-4.6903,-5.146,-4.8866,-6.615,-7.7421,-6.1821,2,2,9.18276663625E-07,1.29837456761E-05,0.000007145
"NM_145659","IL27",732,-4.9319,-5.4833,-5.1048,-6.5895,-6.5572,-6.3338,2,2,9.98200394281E-07,0.000007856,3.28624546658E-06
"NM_002461","MVD",1203,-4.6235,-5.1223,-4.8116,-6.395,-6.3797,-6.118,2,2,0.000001582,1.54312106566E-05,7.54570808546E-06
"NM_033309","B3GNT9",1209,-4.5888,-5.0323,-4.7924,-6.4608,-99,-6.1159,2,2,1.11187163783E-06,1.61287236217E-05,9.28324901121E-06
"NM_001114","ADCY7",3243,-4.2251,-4.7185,-4.4172,-5.9432,-5.9937,-5.6874,2,2,4.2083347394E-06,3.82648486595E-05,1.9120533246E-05
"NM_001116","ADCY9",4062,-4.0939,-4.5603,-4.2934,-5.7831,-6.3198,-5.5896,2,2,4.69939778753E-06,5.08861975956E-05,2.75232680652E-05
"NM_015659","RSL1D1",1473,-4.7078,-5.249,-4.8892,-6.1612,-6.4563,-6.0301,2,2,1.97266496258E-06,1.29062478206E-05,5.63637655826E-06
"NM_016309","LCMT1",1005,-4.8218,-5.3616,-4.9968,-6.1959,-99,-6.1961,2,2,1.27359107558E-06,0.000010074,4.34910607232E-06
"NM_001005920","JMJD8",858,-4.9736,-5.4776,-5.151,-6.6712,-99,-6.2648,2,2,7.56706848711E-07,7.06317554263E-06,3.32966085207E-06
"NM_001080432","FTO",1518,-4.6954,-5.2544,-4.8816,-5.9554,-6.4756,-6.017,2,2,2.40426896303E-06,1.31340903653E-05,5.56672798151E-06
"NM_001481","GAS8",1437,-4.5879,-5.1284,-4.7658,-6.0982,-6.3781,-6.0409,2,2,2.1264472392E-06,1.71474679579E-05,7.44046366192E-06
"NM_003223","TFAP4",1017,-4.6713,-5.2017,-4.8491,-6.2347,-6.5628,-6.191,2,2,1.50032759028E-06,1.41546781892E-05,6.28492356038E-06
"NM_003454","ZNF200",1188,-4.8252,-5.4293,-4.9886,-6.0883,-6.8557,-6.1235,2,2,1.7079191706E-06,0.000010266,3.72134556004E-06
"NM_001009606","HS3ST6",936,-4.7777,-5.3092,-4.9426,-6.4583,-99,-6.227,2,2,0.000000941,0.000011413,4.90681856768E-06
"NM_006040","HS3ST4",1371,-4.766,-5.2589,-4.9522,-6.3541,-99,-6.0613,2,2,1.31084685432E-06,1.11634903166E-05,5.50934539167E-06
"NM_017736","THUMPD1",1062,-4.8144,-5.3401,-5.0016,-6.1928,-6.8759,-6.1722,2,2,1.44724782311E-06,9.96322641954E-06,4.56982953286E-06
"NM_012368","OR2C1",939,-4.8514,-5.3699,-5.026,-6.4445,-7.7883,-6.2256,2,2,9.70456880259E-07,9.41889596523E-06,4.26677753675E-06
"NM_003460","ZP2",2238,-4.5225,-5.0584,-4.7102,-6.0108,-6.0929,-5.8485,2,2,3.20028437627E-06,1.94894686986E-05,8.74178256401E-06
"NM_018378","FBXL8",1125,-4.8615,-5.296,-5.07,-6.8562,-7.6012,-6.1472,2,2,8.76825916703E-07,8.51138038202E-06,5.05824662003E-06
"NM_001082486","ACD",1635,-4.4817,-4.9861,-4.6731,-6.0406,-6.3058,-5.9848,2,2,2.44090907473E-06,2.12275562318E-05,1.03252363104E-05
"NM_001042539","MAZ",1482,-4.5654,-5.0403,-4.7595,-6.2747,-6.7979,-6.0275,2,2,1.62915086846E-06,0.000017398,9.11381062129E-06
"NM_173502","PRSS36",2568,-4.3997,-4.9153,-4.5887,-5.8954,-6.2166,-5.7887,2,2,3.50629812612E-06,0.000025781,1.21534617922E-05
"NM_003586","DOC2A",1203,-4.6201,-5.1105,-4.8143,-6.377,-6.3373,-6.118,2,2,1.64177674341E-06,1.533557273E-05,7.7535394336E-06
"NM_021259","TMEM8A",2316,-4.3275,-4.8073,-4.5244,-6.0284,-6.2169,-5.8336,2,2,3.01047321204E-06,2.98950992781E-05,1.55847557412E-05
"NM_018690","APOBR",3294,-4.3479,-4.8447,-4.533,-5.9001,-99,-5.6806,2,2,0.000003345,2.93089324525E-05,1.42988134448E-05
"NM_001287","CLCN7",2418,-4.3851,-4.8463,-4.5997,-6.0941,-5.9949,-5.8149,2,2,3.34844547135E-06,2.51362218062E-05,1.42462315882E-05
"NM_003414","ZNF267",2232,-4.5929,-5.2114,-4.7477,-5.8662,-6.8658,-5.8496,2,2,2.91086417699E-06,1.78772206308E-05,6.1461053472E-06
"NM_144673","CMTM2",747,-4.9186,-5.4243,-5.106,-6.5219,-6.872,-6.325,2,2,9.08104610772E-07,7.83429642766E-06,3.76443671074E-06
"NM_052999","CMTM1",861,-4.774,-5.2512,-4.9681,-6.5219,-6.8677,-6.2633,2,2,9.81670437537E-07,1.07621737689E-05,5.60789663375E-06
"NM_001451","FOXF1",1140,-4.6074,-5.0294,-4.8299,-6.3072,-7.3572,-6.1414,2,2,0.000001259,1.47944900467E-05,9.34544530315E-06
"NM_145253","FAM100A",534,-4.9594,-5.3994,-5.1746,-6.702,-7.0585,-6.4708,2,2,6.24227747664E-07,6.68959768632E-06,3.98657556041E-06
"NM_002153","HSD17B2",1164,-4.7899,-5.2943,-4.9825,-6.2703,-6.7527,-6.1324,2,2,1.45061168193E-06,1.04111810762E-05,5.07808539665E-06
"NM_004960","FUS",1581,-4.558,-5.1368,-4.7364,-5.8968,-6.1296,-5.9994,2,2,3.01161160918E-06,1.83484760776E-05,7.29793515214E-06
"NM_020982","CLDN9",654,-4.849,-5.3021,-5.0523,-6.5801,-7.6173,-6.3827,2,2,7.01389925157E-07,8.86543397989E-06,4.98769628286E-06
"NM_021195","CLDN6",663,-4.9317,-5.4247,-5.1179,-6.558,-7.6569,-6.3768,2,2,7.18680836845E-07,7.62254505406E-06,0.000003761
"NM_002163","IRF8",1281,-4.578,-5.0977,-4.7634,-6.0616,-6.5048,-6.0908,2,2,1.99184728136E-06,1.72424906834E-05,7.98546112903E-06
"NM_032167","SNX29",2442,-4.3563,-4.8569,-4.5421,-5.9629,-6.5035,-5.8106,2,2,2.94954869774E-06,2.87011963646E-05,1.39027271648E-05
"NM_001042483","NUPR1",303,-5.271,-5.8299,-5.4357,-6.8307,-7.3451,-6.7169,2,2,3.84758876142E-07,3.66690788204E-06,1.47944900467E-06
"NM_139170","C16ORF71",1563,-4.5986,-5.1031,-4.7952,-6.0218,-6.504,-6.0044,2,2,2.25429101167E-06,1.60250723888E-05,7.88678496774E-06
"NM_001163560","C16ORF73",1416,-5.1415,-5.7092,-5.3244,-6.4791,-6.7382,-6.0472,2,2,1.41155950711E-06,4.73805393339E-06,1.9534396564E-06
"NM_007242","DDX19B",1440,-4.668,-5.2197,-4.8487,-6.1857,-6.2147,-6.04,2,2,0.000002174,1.41677211352E-05,6.02975963286E-06
"NM_144602","C16ORF78",798,-4.9245,-5.5359,-5.0896,-6.1768,-6.7638,-6.2963,2,2,1.34332113847E-06,8.13579505605E-06,2.91138741262E-06
"NM_006428","MRPL28",771,-4.8392,-5.3667,-5.0232,-6.3005,-6.7414,-6.3113,2,2,1.17030990743E-06,9.47981801011E-06,4.29833242522E-06
"NM_000229","LCAT",1323,-4.6745,-5.2066,-4.846,-6.3348,-6.6915,-6.0768,2,2,0.000001504,1.4256075936E-05,6.21441139167E-06
"NM_024946","FAM192A",765,-4.9735,-5.5266,-5.1749,-6.1397,-6.6493,-6.3147,2,2,1.43367673717E-06,0.000006685,2.97440429813E-06
"NM_000101","CYBA",588,-5.2005,-5.6982,-5.3977,-6.8607,-6.7999,-6.4289,2,2,6.68819393464E-07,4.0022111725E-06,2.0035491464E-06
"NM_001040667","HSF4",1479,-4.5996,-5.0959,-4.7916,-6.3508,-6.2958,-6.0283,2,2,1.88883377013E-06,1.61584612095E-05,8.01862677837E-06
"NM_016111","TELO2",2514,-4.2839,-4.7657,-4.4835,-6.0169,-5.9876,-5.7979,2,2,3.58337268446E-06,3.28473244303E-05,1.71514167629E-05
"NM_173474","NTAN1",933,-4.9403,-5.4881,-5.1273,-6.421,-6.4289,-6.2284,2,2,1.34280948407E-06,7.45933307926E-06,3.25012451886E-06
"NM_004209","SYNGR3",690,-4.8245,-5.2482,-5.0428,-6.7088,-7.2455,-6.3595,2,2,6.89362485189E-07,9.06149802232E-06,5.64676871617E-06
"NM_199046","TEPP",897,-4.744,-5.2594,-4.934,-6.2338,-6.5366,-6.2455,2,2,1.44258210314E-06,1.16412602941E-05,0.000005503
"NM_145254","TMEM170A",435,-5.1431,-5.65,-5.3339,-6.6774,-7.0792,-6.5598,2,2,5.69063639353E-07,4.6355364462E-06,2.23872113857E-06
"NM_016095","GINS2",558,-5.1256,-5.6995,-5.3066,-6.4187,-6.817,-6.4517,2,2,8.87161645023E-07,4.93628243059E-06,1.99756076844E-06
"NM_001126129","GINS3",768,-4.9305,-5.4396,-5.1203,-6.3827,-7.0559,-6.313,2,2,9.88615454407E-07,7.58053749148E-06,3.63412616064E-06
"NM_024745","SHCBP1",2019,-4.5679,-5.1137,-4.7492,-6.0084,-6.2737,-5.8932,2,2,2.79211235258E-06,1.78155814066E-05,7.69661920318E-06
"NM_001145774","GPR56",2064,-4.4706,-4.9785,-4.6648,-5.9441,-6.2729,-5.8836,2,2,2.9781975523E-06,2.16371472178E-05,1.05075145487E-05
"NM_005752","CLEC3A",621,-5.0489,-5.5958,-5.2361,-6.3247,-7.0364,-6.4052,2,2,9.58807313524E-07,5.80630706967E-06,2.53629636924E-06
"NM_173618","INO80E",735,-4.9652,-5.4317,-5.1744,-6.6666,-6.6876,-6.332,2,2,8.86367860787E-07,6.69267906936E-06,3.70083736292E-06
"NM_021615","CHST6",1188,-4.4681,-4.9481,-4.6569,-6.1481,-99,-6.1235,2,2,1.46353849972E-06,2.20343376402E-05,1.12693793925E-05
"NM_005223","DNASE1",849,-4.7785,-5.252,-4.9891,-6.3275,-6.5029,-6.2694,2,2,1.32233284229E-06,1.02541578836E-05,5.59757601495E-06
"NM_012217","TPSD1",729,-4.7999,-5.2373,-5.0234,-6.5369,-6.5474,-6.3356,2,2,1.03574244139E-06,9.47545339765E-06,5.79028579475E-06
"NM_001100915","KCTD19",2781,-4.4054,-4.9417,-4.5891,-5.8392,-6.1807,-5.7541,2,2,3.86930459994E-06,2.57572800543E-05,1.14366807991E-05
"NM_001012981","ZKSCAN2",2904,-4.3734,-4.9616,-4.5368,-5.6867,-6.5683,-5.7353,2,2,0.000004167,2.9053603143E-05,1.09244605323E-05
"NM_001039","SCNN1G",1950,-4.5015,-5.0431,-4.6782,-6.0106,-6.3144,-5.9083,2,2,2.69582375475E-06,2.09797350862E-05,9.05524072268E-06
"NM_032575","GLIS2",1575,-4.59,-5.0771,-4.7778,-6.3717,-6.6438,-6.001,2,2,1.6497040863E-06,1.66801518509E-05,8.37336456084E-06
"NM_015421","TMEM186",642,-4.9757,-5.6054,-5.1227,-6.3055,-7.3594,-6.3908,2,2,9.45222589053E-07,7.53876143102E-06,2.48084710809E-06
"NM_005153","USP10",2397,-4.4409,-4.9577,-4.6232,-5.8601,-99,-5.8186,2,2,2.89851472211E-06,2.38122262328E-05,0.000011023
"NM_019109","ALG1",1395,-4.5932,-5.1125,-4.7837,-6.1038,-6.2718,-6.0537,2,2,2.20590903436E-06,1.64550800737E-05,7.71791515585E-06
"NM_001130089","KARS",1878,-4.5789,-5.1737,-4.739,-6.0702,-6.2554,-5.9246,2,2,2.59573603384E-06,0.000018239,6.70347509173E-06
"NM_031885","BBS2",2166,-4.494,-5.0822,-4.6699,-5.7777,-6.1464,-5.8627,2,2,3.75406692249E-06,2.13845443015E-05,8.27560970035E-06
"NM_001031804","MAF",1122,-4.742,-5.1818,-4.9529,-6.4503,-7.8024,-6.1483,2,2,1.08105236092E-06,1.11455113893E-05,6.57960769729E-06
"NM_003486","SLC7A5",1524,-4.4408,-4.8682,-4.6631,-6.3471,-6.3018,-6.0153,2,2,1.91417437146E-06,0.000021722,1.35456546824E-05
"NM_021197","WFDC1",663,-5.0181,-5.5428,-5.2196,-6.301,-6.7444,-6.3768,2,2,1.10012265611E-06,6.03114819618E-06,2.86549727636E-06
"NM_016069","PAM16",378,-5.1436,-5.7022,-5.3198,-6.6708,-6.7548,-6.6208,2,2,6.28717896985E-07,4.78850560387E-06,1.98518049742E-06
"NM_001080492","PRSS54",1188,-4.7404,-5.2286,-4.941,-6.2033,-6.759,-6.1235,2,2,1.55285058213E-06,1.14551294145E-05,5.90744925867E-06
"NM_020995","HPR",1047,-4.8101,-5.3306,-4.9983,-6.2403,-6.7338,-6.1784,2,2,1.42276112424E-06,1.00392206591E-05,4.67089387483E-06
"NM_001039503","PRSS53",1662,-4.6093,-5.1333,-4.7957,-6.1033,-6.3795,-5.9777,2,2,2.25835377337E-06,1.60066334588E-05,0.000007357
"NM_005331","HBQ1",429,-5.3334,-5.7395,-5.5655,-7.2058,-7.7091,-6.5659,2,2,3.53504070558E-07,2.7195684861E-06,1.82179707309E-06
"NM_182493","MYLK3",2460,-4.4142,-4.9061,-4.6094,-6.0029,-6.2776,-5.8074,2,2,3.07917719311E-06,0.000024581,1.2413664395E-05
"NM_014700","RAB11FIP3",2271,-4.4331,-4.8929,-4.6448,-6.0678,-6.2528,-5.8421,2,2,2.85265533611E-06,2.26568745501E-05,1.27967592651E-05
"NM_024109","METTL22",1215,-4.6447,-5.1288,-4.8566,-6.0577,-6.3858,-6.1137,2,2,2.05658942788E-06,1.39123341463E-05,7.43361389655E-06
"NM_198443","NRN1L",498,-4.9762,-5.5121,-5.1471,-6.6006,-7.0392,-6.5011,2,2,6.57638914228E-07,7.12688908546E-06,3.07538859881E-06
"NM_003294","TPSAB1",828,-4.7142,-5.1749,-4.9262,-6.3436,-6.5205,-6.2803,2,2,1.27940765474E-06,1.1852228072E-05,0.000006685
"NM_014353","RAB26",771,-5.0063,-5.5254,-5.199,-6.6155,-6.5382,-6.3113,2,2,1.02029768515E-06,6.32411851376E-06,2.98263424578E-06
"NM_000903","NQO1",825,-4.9489,-5.4853,-5.1397,-6.3212,-6.6458,-6.2819,2,2,1.22587355479E-06,7.24936555587E-06,3.27114654018E-06
"NM_015993","PLLP",549,-4.9664,-5.4082,-5.1873,-6.5655,-6.9398,-6.4587,2,2,7.34601411219E-07,6.49680751739E-06,3.90660948346E-06
"NM_172347","KCNG4",1560,-4.4859,-4.9735,-4.6705,-6.2076,-7.3368,-6.0052,2,2,1.65415667599E-06,0.000021355,1.06291858328E-05
"NM_001138","AGRP",399,-5.1494,-5.7301,-5.3093,-6.6718,-7.0522,-6.5973,2,2,5.54341829419E-07,4.90568886102E-06,1.86165842461E-06
"NM_001169","AQP8",786,-4.837,-5.3064,-5.0435,-6.4922,-6.6384,-6.3029,2,2,1.04974259266E-06,9.04690437738E-06,4.93855619618E-06
"NM_182958","KAT8",1404,-4.7157,-5.2522,-4.8999,-6.1677,-6.4225,-6.0509,2,2,1.94708599681E-06,1.25921532346E-05,0.000005595
"NM_014712","SETD1A",5124,-4.0154,-4.5315,-4.1948,-5.6275,-6.0616,-5.4887,2,2,6.47116034716E-06,6.38557485079E-05,2.94103369375E-05
"NM_201400","FAM86A",993,-4.6972,-5.188,-4.8916,-6.3484,-6.5388,-6.2014,2,2,1.36646006321E-06,1.28351219684E-05,6.48634433548E-06
"NM_020313","CIAPIN1",939,-4.9017,-5.4446,-5.0883,-6.4822,-6.3584,-6.2256,2,2,1.36242471233E-06,8.1601849102E-06,3.59252666248E-06
"NM_031463","HSDL1",993,-4.8066,-5.3303,-4.9903,-6.2556,-6.8675,-6.2014,2,2,1.31973848363E-06,1.02258637061E-05,4.67412152867E-06
"NM_012213","MLYCD",1482,-4.6214,-5.1001,-4.8176,-6.2387,-6.8177,-6.0275,2,2,0.000001668,1.5219486509E-05,7.94145354945E-06
"NM_003791","MBTPS1",3159,-4.2899,-4.8234,-4.4749,-5.742,-6.024,-5.6988,2,2,4.75836030614E-06,3.35042576681E-05,1.50175815854E-05
"NM_032940","POLR2C",828,-4.8196,-5.3338,-5.0273,-6.1969,-6.3264,-6.2803,2,2,1.63155075563E-06,9.39074396851E-06,4.63660394081E-06
"NM_001906","CTRB1",792,-4.7971,-5.2343,-5.0185,-6.582,-6.5818,-6.2996,2,2,1.02540625797E-06,0.000009583,5.83042213843E-06
"NM_032039","ITFG3",1659,-4.4682,-4.9402,-4.6699,-6.1648,-6.3448,-5.9785,2,2,0.000002187,2.13845443015E-05,1.14762499894E-05
"NM_020927","VAT1L",1260,-4.8229,-5.3746,-5.0009,-6.3123,-6.4775,-6.0979,2,2,1.61841304944E-06,9.97929819203E-06,4.2208507918E-06
"NM_005061","RPL3L",1224,-4.5771,-5.1118,-4.7513,-6.2282,-6.3915,-6.1105,2,2,1.7726188793E-06,1.77296433741E-05,7.73036499601E-06
"NM_001012759","CTU2",1548,-4.5623,-5.0751,-4.7539,-6.0966,-6.2536,-6.0085,2,2,2.33888875563E-06,1.7623818031E-05,0.000008412
"NM_000196","HSD11B2",1218,-4.7338,-5.249,-4.9095,-6.4769,-6.8087,-6.1127,2,2,1.26028534329E-06,1.23168598574E-05,5.63637655826E-06
"NM_024562","TMCO7",3285,-4.3632,-4.8965,-4.5373,-5.7899,-99,-5.6818,2,2,3.70283821931E-06,2.90201731938E-05,1.26911214445E-05
"NM_024571","SNRNP25",399,-5.0966,-5.618,-5.3174,-6.3337,-6.5267,-6.5973,2,2,1.01389425989E-06,0.000004815,2.40990542869E-06
"NM_002434","MPG",897,-4.7435,-5.3044,-4.9194,-6.0379,-6.9413,-6.2455,2,2,1.59910206577E-06,1.20392657222E-05,4.96135153586E-06
"NM_198390","CMIP",2322,-4.4058,-4.8869,-4.5967,-6.0071,-99,-5.8325,2,2,2.45440297032E-06,2.5310457772E-05,1.29747799194E-05
"NM_001122957","BCKDK",1098,-4.627,-5.1553,-4.7998,-6.4674,-6.3936,-6.1577,2,2,1.44040073062E-06,1.58562323083E-05,6.99358729212E-06
"NM_001040715","KIAA0895L",1416,-4.6346,-5.2204,-4.7888,-6.1467,-6.7432,-6.0472,2,2,0.000001791,0.000016263,0.00000602
"NM_002801","PSMB10",822,-4.7083,-5.1624,-4.916,-6.5884,-6.5411,-6.2834,2,2,1.06637678219E-06,1.21338885046E-05,6.88018316143E-06
"NM_000135","FANCA",4368,-4.1878,-4.7077,-4.3831,-5.6928,-5.7314,-5.558,2,2,6.65165250408E-06,4.13904358846E-05,0.000019602
"NM_001739","CA5A",918,-4.8019,-5.2938,-5.0048,-6.2705,-6.6008,-6.2355,2,2,1.36857366623E-06,9.89008445021E-06,5.08393512524E-06
"NM_001192","TNFRSF17",555,-5.0783,-5.5942,-5.2615,-6.6419,-7.0735,-6.454,2,2,6.64077784781E-07,5.47646100962E-06,2.54565766393E-06
"NM_002738","PRKCB",2022,-4.4512,-4.9822,-4.6333,-6.015,-6.1441,-5.8925,2,2,2.96453500558E-06,2.32648362452E-05,1.04183753499E-05
"NM_013241","FHOD1",3495,-4.1893,-4.7362,-4.358,-5.8189,-6.0364,-5.6549,2,2,4.65060627026E-06,4.38530697775E-05,1.8356927809E-05
"NM_007014","WWP2",2613,-4.3115,-4.8471,-4.494,-5.8162,-6.005,-5.7812,2,2,4.17042347345E-06,3.20626932451E-05,0.00001422
"NM_016373","WWOX",1245,-4.6735,-5.2011,-4.8566,-6.1808,-6.4797,-6.1031,2,2,1.7795159605E-06,1.39123341463E-05,6.29361250389E-06
